sample,embryo,frame,parent,child1,child2,arm,old_eligible,old_reason,mutual_nn,divergence,symmetry,DeepCenter,old_selected,new_eligible,new_reason,old_selection_reason,frame_cap,global_cap,new_selected,classifier_score,held_out_model,context_complete,abstain,old_rank,new_rank,direct_filter_change,rank_change,selected_change,annotation,scope
44b6_267148e4,44b6,29,7177,7497,7498,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.8963139671332098,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7177,7497,7498,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,FRAME_CAP,SELECTED,2,82,False,0.8963139671332098,44b6,True,False,1,5,False,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7203,7518,7535,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.9699677444391314,44b6,True,False,6,3,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7203,7518,7535,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.9699677444391314,44b6,True,False,6,3,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7228,7556,7544,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,False,LEARNED_FILTER,FRAME_CAP,2,82,False,0.5973208557520212,44b6,True,False,5,,True,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7228,7556,7544,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.5973208557520212,44b6,True,False,5,7,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7236,7546,7547,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9999045519983178,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7236,7546,7547,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9999045519983178,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,36,9316,9632,9660,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.8475358782139254,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,36,9316,9632,9660,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.8475358782139254,44b6,True,False,1,0,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,36,9382,9695,9686,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.11796257907264321,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,36,9382,9695,9686,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.11796257907264321,44b6,True,False,0,1,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,38,10012,10336,10343,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.19822863769405188,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,38,10012,10336,10343,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.19822863769405188,44b6,True,False,0,1,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,38,10186,10512,10521,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9998181955993228,44b6,True,False,1,0,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,38,10186,10512,10521,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9998181955993228,44b6,True,False,1,0,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,39,10461,10800,10774,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9814191464505366,44b6,True,False,1,0,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,39,10461,10800,10774,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9814191464505366,44b6,True,False,1,0,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,39,10472,10798,10797,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.9446552627421965,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,39,10472,10798,10797,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9446552627421965,44b6,True,False,0,1,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,43,11638,11961,11963,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9996002587771186,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,43,11638,11961,11963,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9996002587771186,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,45,12268,12548,12530,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,1,82,False,0.8806226406332579,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,45,12268,12548,12530,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.8806226406332579,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,48,13227,13570,13562,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.9981555261710138,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,48,13227,13570,13562,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.9981555261710138,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,51,14210,14529,14530,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.5830905415493253,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,51,14210,14529,14530,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.5830905415493253,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,56,15770,16094,16078,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9996947900828131,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,56,15770,16094,16078,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9996947900828131,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,59,16884,17194,17184,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9975401611684517,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,59,16884,17194,17184,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9975401611684517,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,72,20366,20633,20623,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9882512540173075,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,72,20366,20633,20623,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9882512540173075,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,75,21129,21374,21387,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.7301718729294873,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,75,21129,21374,21387,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.7301718729294873,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,76,21475,21732,21719,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.38983549980955606,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,76,21475,21732,21719,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.38983549980955606,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,76,21495,21751,21756,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.5242165723098456,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,76,21495,21751,21756,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.5242165723098456,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,1,701,1220,1235,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,3,148,False,0.8622529857394418,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,1,701,1220,1235,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.8622529857394418,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,1,749,1278,1280,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.999517581821797,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,1,749,1278,1280,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.999517581821797,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,3,1704,2207,2181,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,4,148,False,0.6628244985966569,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,3,1704,2207,2181,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,148,True,0.6628244985966569,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,4,2342,2874,2884,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,148,True,0.9962708417779386,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,4,2342,2874,2884,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,148,True,0.9962708417779386,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,6,3335,3867,3892,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,148,True,0.9983629219874928,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,6,3335,3867,3892,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,148,True,0.9983629219874928,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,12,6609,7102,7103,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9746243881041817,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,12,6609,7102,7103,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9746243881041817,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,13,7103,7586,7602,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9537238197280474,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,13,7103,7586,7602,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9537238197280474,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,13,7408,7906,7907,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9913906449346254,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,13,7408,7906,7907,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9913906449346254,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,15,8079,8541,8567,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9900233973704327,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,15,8079,8541,8567,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9900233973704327,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,15,8183,8678,8652,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9799823035657156,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,15,8183,8678,8652,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9799823035657156,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,17,8922,9379,9371,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,3,148,False,0.7424250389433115,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,17,8922,9379,9371,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.7424250389433115,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,18,9444,9938,9944,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,3,148,False,0.41445151658467355,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,18,9444,9938,9944,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.41445151658467355,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,18,9576,10063,10064,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9983868945697206,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,18,9576,10063,10064,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9983868945697206,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,19,9914,10381,10402,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9869233083422602,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,19,9914,10381,10402,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9869233083422602,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,20,10625,11105,11108,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9917324671763128,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,20,10625,11105,11108,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9917324671763128,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,21,10985,11478,11467,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,3,148,False,0.2207848652990662,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,21,10985,11478,11467,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.2207848652990662,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,24,12282,12761,12733,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9677931095649597,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,24,12282,12761,12733,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9677931095649597,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,26,13437,13896,13897,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9719774408959008,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,26,13437,13896,13897,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9719774408959008,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,28,14313,14772,14765,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.983514483399256,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,28,14313,14772,14765,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.983514483399256,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,30,15383,15842,15825,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9637387822664405,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,30,15383,15842,15825,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.9637387822664405,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_2a2eff9f,44b6,31,15684,16139,16154,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,148,True,0.999134810076972,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
